message,polarity,polarity classification
in a bid disappointed cut i wa excited about traveling with my of,-1.0,-1
excited so so so happy,1.0,1
just nervous about being naked at this sea but excited to go overall,0.0,0
excited happy,1.0,1
so so not excited not depressed,0.0,0
ok excited to go home and to get to work,1.0,1
in feeling excited and anxious a little bit,0.0,0
in feeling confident and excited,1.0,1
tired but happy,0.25,1
very happy,1.0,1
happy and relaxed,1.0,1
i am happy,1.0,1
tired and happy,0.25,1
happy and excited,1.0,1
tired but happy,0.25,1
happy enough,1.0,1
happy but tired,0.25,1
so happy,1.0,1
happy and sad,0.0,0
happy and content,1.0,1
excited and happy,1.0,1
happy,1.0,1
not happy,-1.0,-1
relaxed and happy,1.0,1
happy and tired,0.25,1
calm and happy,1.0,1
sad but happy,0.0,0
i feel relaxed and happy,1.0,1
tired happy,0.25,1
i am happy and tired,0.25,1
full and happy,0.5,1
in feeling relaxed and happy,1.0,1
i am tired but happy,0.25,1
not so happy,-1.0,-1
happy and tired,0.25,1
happy ,1.0,1
healthy happy tired,0.5,1
neither happy nor sad,0.0,0
Am just tired but also happy,0.25,1
i will be happy when it is over,-1.0,-1
happy floppy,1.0,1
spending too much money on experiences but totally happy about,1.0,1
happy and energy,1.0,1
happy but apprehensive,0.0,0
i feel stressed but happy,0.45,1
happy for now,1.0,1
in happy and relax,1.0,1
a little happy,0.1,1
excited happy and okay,1.0,1
happy but a bit hypomanic,0.0,0
in little tired but happy,0.25,1
supper happy,1.0,1
kind of happy,0.1,1
fatigued but happy,0.25,1
in feeling well today very confident and happy,1.0,1
tired happy about my new job anxious to get my life sorted out,-0.16666666666666666,-1
in feeling really happy i just got off the phone with my mon and it wa a really nice conversation,1.0,1
full happy in control,1.0,1
really happy i am at king of trip and get to see st least one more send girl match,1.0,1
unhappy disappointed,-1.0,-1
happy hopeful,1.0,1
happy now i am okay,0.2,1
i feel happy to be with my family but upset at some thing i learned about last night,0.04999999999999999,1
i am very happy,1.0,1
enthusiastic and happy,1.0,1
sad unhappy not understand by others outsider,-0.8,-1
i am happy,1.0,1
happy and fulfilling,1.0,1
hungry yet happy,0.45,1
i feel a bit happy,0.1,1
tired unhappy,-1.0,-1
happy that i spent the morning cleaning,1.0,1
happy now but wa down earlier,0.2,1
happy to be spending th weekend with my girlfriend apprehensive about going back to work tomorrow,0.0,0
happy thing are improving in my life significantly,0.2,1
all pumped up and happy,1.0,1
scared and happy,0.0,0
happy nervous,0.0,0
happy and exhausted,0.25,1
happy and tire,0.25,1
excited happy ecstatic,1.0,1
tired from getting up early 3 day in a row and a little caseous but happy,0.09999999999999999,1
in feeling tired but at the same time happy,0.25,1
a bit happy,0.1,1
calm happy,1.0,1
happy but nervous,0.0,0
I am so sad i cannot spend the weekend with my friend because i am feeling depressed and cannot stand the thought of being around happy people,-1.0,-1
great happy,1.0,1
exercised and happy,1.0,1
kind of happy to start the day,0.1,1
happy dad made a joke,1.0,1
sad that capitalism exists happy ran exists,0.0,0
relaxing and happy,1.0,1
 happy,1.0,1
kind of angry because the bus wa late but also happy because i had a good day,0.09999999999999998,1
happy it friday baby,1.0,1
absolutely happy,1.0,1
great happy,1.0,1
beat not too happy not too sad,0.0,0
it my birthday and i am feeling very excited and happy,1.0,1
happy and tired i guess,0.25,1
happy but in a dilemma,0.45,1
i am happy because i had a good day,1.0,1
scared but happy at the same time,0.0,0
sad but also happy to see my family and travel,0.0,0
in tired and getting into bed to sleep in happy,0.45,1
relaxed happy,1.0,1
i am happy because my husband is taking me to my favorite restaurant,1.0,1
i m relaxed and happy,1.0,1
in feeling relaxed and happy,1.0,1
mostly calm and happy,1.0,1
tired but still happy,0.25,1
exhausted but happy,0.25,1
great very happy,1.0,1
happy and frustrated,0.09999999999999998,1
Am really happy I finally got up the confidence to do something I wa worried about and it turned out well,0.7333333333333334,1
happy to begin the weekend activity,1.0,1
pretty happy relaxed excited about the day 3,1.0,1
underlying nervousness but happy to play with him,0.25,1
tired happy,0.25,1
happy secure,1.0,1
happy relax,1.0,1
a bit down but at the same time happy,0.0,0
i am ok and happy,1.0,1
well in kind happy but most of the time i zone out and dont really remember what happened for the past ten minute,-0.6,-1
happy mad,0.09999999999999998,1
happy contented,1.0,1
happy it the weekend,1.0,1
in feeling tired but happy,0.25,1
happy and calm also,1.0,1
i am feeling excited about the future and a sense of acceptance about whatever may happen it will ultimately work out for the best and ill be happy,1.0,1
feeling happy and content,1.0,1
happy excited and partly tired,0.25,1
sad but also happy,0.0,0
One min Am happy next Am sad cause my grand died,-0.3333333333333333,-1
good high energy level kind of happy i have had a great lookout,1.0,1
sticky from moving on a hot day and driving without air conditioning but happy,1.0,1
excited happy can wait to start the school,1.0,1
I am happy and relaxed,1.0,1
happy but nervous about the future,0.0,0
i feel happy after a satisfying lunch with abhinav but my mon might be a little upset with me over a miscommunication,0.0,0
i already miss him happy and sad simultaneously,-0.3333333333333333,-1
delighted and happy,1.0,1
happy chilled rousing on the future,0.8333333333333334,1
very happy and content,1.0,1
happy because it my birthday,1.0,1
happy relaxed,1.0,1
happy ,1.0,1
in pretty happy because this is a really good step in the right direction and simple enough i think dr upper will be alright with it,1.0,1
ok not happy but not sad just worried a bit about the movie tomorrow night,-0.5,-1
i feel happy and relaxed,1.0,1
i am exhausted also happy,0.25,1
happy and calm,1.0,1
nervous and happy,0.0,0
really sad but also happy i got one of my friend back,0.06666666666666667,1
Tired from finishing school and happy because m leaving in 3 day for a trip,0.25,1
lazy happy sleepy,0.23333333333333334,1
happy ,1.0,1
energetic happy a bit restless,0.4,1
tied but happy,0.25,1
hope happy and tired,0.25,1
happy but discontented,-0.5,-1
upset but a little happy,-0.4,-1
i feel secure happy and safe,1.0,1
happy and hungry,0.45,1
centred happy,1.0,1
happy anxious and tired,-0.16666666666666666,-1
happy and energies,1.0,1
i feel very excited and happy,1.0,1
happy and exhausted,0.25,1
i feel content happy,1.0,1
happy that barley finally replied,0.6,1
p happy,1.0,1
mad and happy,0.09999999999999998,1
very happy since i saw my teacher network there,1.0,1
happy and energetic,1.0,1
peaceful and happy,1.0,1
happy it sunday,1.0,1
Tired happy,0.25,1
i am happy,1.0,1
happy for my family,1.0,1
happy d,1.0,1
happy but cautious,0.25,1
excited happy,1.0,1
pretty happy still a bit tired,0.25,1
happy because my student didn show up but anxious in general,-0.4,-1
happy with my social life,1.0,1
sort of anxious but mostly happy,0.0,0
happy relaxed energies,1.0,1
feeling ok not too happy but everything is fine,0.1,1
in happy calm thinking positive,1.0,1
happy and hopeful,1.0,1
physically i feel tired mentally also tired but in in a happy place school isn overwhelming,0.25,1
a little sleepy but happy,0.45,1
happy also like in doing something that match my vision of life,1.0,1
i am happy in a neutral way,0.1,1
happy cut it almost fridayweekend plan,1.0,1
calm happy,1.0,1
good happy productive,0.75,1
happy but very tired now,0.25,1
up and down happy and irritable,-0.03333333333333335,-1
happy excited,1.0,1
pretty good happy i worked out work is chill anxious about job stuff still,0.0,0
happy and filled with anticipation,1.0,1
very happy for a friend,1.0,1
pretty relaxed and happy and excited about thing,1.0,1
busy and happy,0.45,1
happy today it my anniversaries,1.0,1
worn out but happy,-0.5,-1
i am very good quite happy because there is no work tomorrow,1.0,1
future tripping but happy,0.55,1
happy i have the week off work,1.0,1
happy nervous,0.0,0
i have a headache,-1.0,-1
i feel sick,-0.2,-1
sick and tired,-0.35,-1
feeling sick,-0.2,-1
tired and sick,-0.35,-1
headache tired,-0.75,-1
i feel tired and sick,-0.35,-1
a bit sick,-0.2,-1
It work about to go get lunch Am sick of my job Its boring and I dont feel valued,-0.3,-1
sick tired,-0.35,-1
thinking have a headache,-0.45,-1
bit of a headache bit sick,-0.6,-1
in home alone feel sick and sad,-0.6,-1
in feeling sick ,-0.2,-1
i have a headache but other then that in fine,-0.45,-1
good but i think in getting sick,-0.2,-1
i feel ok i think in donna catch a cold,-0.05,-1
ok but with a small headache,-0.45,-1
sick and sad,-0.6,-1
terrible i am catching a cold now,-0.6,-1
In the bus Really sick from the heat Feeling so guilty for leaving the cat,-0.4,-1
i have headache and am tired,-0.75,-1
feeling a little better after sunday night trigger and terrible heat last night only slept about 40 minute and had a gross nightmare about reach in my bed but in going to finish this batch of script for today which make me feel accomplishednot quite a overwhelmed,0.35,1
Am sick and angry,-0.6,-1
in feeling sick,-0.2,-1
inner restlessness headache,-0.75,-1
kind bad i have a headache,-1.0,-1
i feel sick but alright,-0.05,-1
not so good i have a cold,-0.2,-1
okay give just felt a bit angry at my kid but generally okay i feel a bit swamped kid on top of me all the time it can be emotional draining but they are sick and need me,-0.45,-1
i am exhausted and i have a headache,-0.75,-1
in feeling good but a bit sick,-0.2,-1
